Aractip,Marka,Model,Arac Kayit Tip,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Total
SALON ARAÇ,NİSSAN,GT-R,Kullanılmış,0,0,0,0,0,0,0,1,0,0,0,0,1
SALON ARAÇ,NİSSAN,QASHQAI,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,0,0
ESTATE,NİSSAN,NV 150,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
SALON ARAÇ,NİSSAN,FİGARO,Kullanılmış,0,0,0,0,0,0,0,0,0,1,0,0,1
ESTATE,NİSSAN,NV 150,Kullanılmış,0,0,0,0,0,0,0,0,0,1,0,0,1
PANELVAN,NİSSAN,NV200,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,0,0
PANELVAN,NİSSAN,NV 400,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
KAMYONET,NİSSAN,NT100,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
KAMYONET,OPEL,COMBO,Kullanılmış,0,0,0,0,1,0,0,0,0,0,0,0,1
SALON ARAÇ,PEUGEOT,3008,Kullanılmış,1,0,0,0,0,0,0,0,0,0,0,0,1
SALON ARAÇ,PEUGEOT,2008,Kullanılmış,1,0,0,0,0,0,0,0,0,0,1,0,2
SALON ARAÇ,PEUGEOT,308,Kullanılmış,0,0,0,1,0,0,0,0,0,0,0,0,1
PANELVAN,PEUGEOT,BIPPER,Kullanılmış,0,0,0,0,1,0,0,0,1,0,0,0,2
SALON ARAÇ,PEUGEOT,208 AUTO,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
Motobisiklet,PEUGEOT,KISBEE 50 4T,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
MOTOSİKLET,PIAGGIO,MP 3,Kullanılmış,0,0,0,0,1,0,0,0,0,0,0,0,1
MOTORLU TR (ATV),POLARIS,SPORTSMAN,Kullanılmış,0,0,0,0,1,0,0,0,0,0,0,0,1
MOTORLU TR (UTV),POLARIS,RZR XP 4 UTV,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
SALON ARAÇ,PORSCHE,PANAMERA,Kullanılmış,1,0,2,0,0,1,0,0,0,1,1,0,6
ESTATE,PORSCHE,CAYENNE,Kullanılmış,1,0,1,0,0,1,0,0,0,0,1,0,4
SALON ARAÇ,PORSCHE,911,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,0,0
SALON ARAÇ,PORSCHE,CAYMAN,Kullanılmış,0,0,0,1,0,1,0,0,0,0,0,0,2
ESTATE,PORSCHE,MACAN,Kullanılmış,0,0,0,0,3,0,0,0,0,1,0,0,4
SALON ARAÇ,PORSCHE,TAYCAN,Kullanılmış,0,0,0,0,0,0,0,1,0,0,0,0,1
SALON ARAÇ,PORSCHE,718 BOXSTER S-A,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
MOTORLU TR (ATV),QUADZILLA,300L,Kullanılmış,0,0,1,0,0,0,0,0,0,0,0,0,1
MOTORLU TR (ATV),QUADZILLA,CVT 320 E,Kullanılmış,0,0,0,0,0,0,0,1,0,0,0,0,1
Motobisiklet,RAMZEY,MOPED,Kullanılmış,0,0,0,0,0,3,0,0,0,0,0,0,3
MOTOSİKLET,RAMZEY,STAR 125,Kullanılmış,0,0,0,0,0,1,0,0,0,0,0,0,1
BİRLEŞTİRİLEN ARAÇ,RENAULT,ÇEKİCİ,Kullanılmış,2,2,0,0,4,1,0,1,0,1,2,2,15
SALON ARAÇ,RENAULT,MEGANE,Kullanılmış,0,0,3,0,0,3,0,0,0,3,0,0,9
ESTATE,RENAULT,KADJAR,Kullanılmış,0,0,1,0,0,0,0,0,0,0,0,0,1
PANELVAN,RENAULT,KANGOO,Kullanılmış,0,0,2,0,3,0,0,0,2,1,1,0,9
ESTATE,RENAULT,SCENIC,Kullanılmış,0,0,0,1,0,0,0,0,0,0,0,0,1
KAMYONET,RENAULT,TRAFIC,Kullanılmış,0,0,0,1,0,1,0,0,0,0,1,0,3
SALON ARAÇ,RENAULT,KADJAR,Kullanılmış,0,0,0,1,0,2,1,1,1,0,1,0,7
KAMYON,RENAULT,KENDİNİ YÜKLEYİCİ,Kullanılmış,0,0,0,1,0,0,0,0,0,0,0,0,1
SALON ARAÇ,RENAULT,CAPTUR DYNAMIQUE,Kullanılmış,0,0,0,0,1,0,0,0,0,0,0,0,1
SALON ARAÇ,RENAULT,CLIO,Kullanılmış,0,0,0,0,1,0,0,0,0,0,0,0,1
ESTATE,RENAULT,KADJAR,Kullanılmış,0,0,0,0,1,0,0,2,0,0,0,0,3
SALON ARAÇ,RENAULT,LUITECIA,Kullanılmış,0,0,0,0,0,1,1,2,1,0,0,0,5
PANELVAN,RENAULT,MASTER LM35,Kullanılmış,0,0,0,0,0,0,0,0,0,1,0,0,1
KAMYON,RENAULT,BETON MİKSERİ,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
MOTOSİKLET,RUNNER,SP125,Kullanılmış,0,0,0,0,0,0,0,1,0,0,0,0,1
ROMÖRK,SAMRO,TREYLER,Kullanılmış,0,1,0,0,0,0,0,0,0,0,0,0,1
KAMYON,SCANIA,SÜT TANKERİ,Kullanılmış,0,0,0,0,1,0,0,0,0,0,0,0,1
KAMYON,SCANIA,BUZLUKLU KAMYON,Kullanılmış,0,0,0,0,0,0,0,0,0,1,0,0,1
KAMYON,SCANIA,TIPPER,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,0,0
BİRLEŞTİRİLEN ARAÇ,SCANIA,ÇEKİCİ,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
ROMÖRK,SCHMITZ,KAPALI TENTELİ,Kullanılmış,3,1,0,0,0,0,0,2,0,0,0,0,6
ROMÖRK,SCHMITZ,BUZLUKLU,Kullanılmış,1,0,1,0,0,0,0,0,0,0,0,0,2
ROMÖRK,SCHMITZ,TRI AXLE BUZLUKLU,Kullanılmış,1,0,0,0,0,0,0,0,0,0,0,0,1
ROMÖRK,SCHMITZ,CURTAİNSİDER,Kullanılmış,0,1,0,0,0,1,0,0,0,0,0,0,2
ROMÖRK,SCHMITZ,TENTELİ KAPALI,Kullanılmış,0,0,1,0,1,0,1,0,0,0,0,0,3
ROMÖRK,SCHMITZ,TREYLER,Kullanılmış,0,0,0,0,0,1,0,0,0,0,0,0,1
ROMÖRK,SCHMITZ,TREYLER KAPALI TENTELİ,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,1,2
ROMÖRK,SCHMITZ,MEGA TREYLER TENTELİ,Kullanılmış,0,0,0,0,0,0,0,0,0,1,0,0,1
ROMÖRK,SCHMITZ,TREYLER TENTELİ KAPALI,Kullanılmış,0,0,0,0,0,0,0,0,0,1,2,2,5
ROMÖRK,SCHMITZ,CARGO BULL-KAPALI TENTELİ,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
ROMÖRK,SCHMITZ,TREYLER TENTELİ,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
ROMÖRK,SCHWARZMULLER,TENTELİ KAPALI,Kullanılmış,0,0,0,0,0,0,1,0,0,0,0,0,1
ROMÖRK,SDC,HOLDEX TENTELİ KAPALI TRE,YKullanılmış,2,0,0,0,0,0,0,0,0,0,0,0,2
ROMÖRK,SDC,MEGALINER,Kullanılmış,0,0,0,0,1,0,0,0,0,0,0,0,1
ROMÖRK,SDC,LOWBED TRAİLER ARAÇ TAŞI,Y Kullanılmış,0,0,0,0,0,0,0,0,0,1,0,0,1
ROMÖRK,SDC,TREYLER DÜZ KASA,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
YEŞİL OT BİÇER,SHELBOURNE SR2000,SR2000 OT BİÇME KOMBAYI,Kullanılmış,0,0,1,0,0,0,0,0,0,0,0,0,1
TRAKTÖR,SHIBAURA,P21F BAHÇE TRAKTÖRÜ,Kullanılmış,0,0,0,0,0,0,0,1,0,0,0,0,1
SALON ARAÇ,SKODA,FABIA MONTE CARLO TDI,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
MOTOSİKLET,SKYTEAM,ST125,Kullanılmış,0,0,0,0,0,0,0,0,0,1,0,0,1
SALON ARAÇ,SMART,FOR FOUR,Kullanılmış,1,0,1,0,1,1,0,0,0,1,0,0,5
SALON ARAÇ,SMART,FORTWO,Kullanılmış,0,0,0,4,0,0,0,0,0,0,0,1,5
SALON ARAÇ,SMART,FORFOUR,Kullanılmış,0,0,0,0,0,0,2,0,0,0,0,0,2
SALON ARAÇ,SMART,FORTWO PASSION,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
SALON ARAÇ,SUBARU,WRX STI TYPE UK SYMETRİCA,Kullanılmış,0,0,0,0,1,0,0,0,0,0,0,0,1
KAMYONET,SUBARU,SAMBAR BUZLUKLU,Kullanılmış,0,0,0,0,1,0,0,0,0,0,0,0,1
SALON ARAÇ,SUBARU,İMPREZA,Kullanılmış,0,0,0,0,0,0,1,0,0,0,0,0,1
SALON ARAÇ,SUBARU,PLEO PLUS,Kullanılmış,0,0,0,0,0,0,0,1,0,0,0,0,1
SALON ARAÇ,SUZUKI,ALTO,Kullanılmış,19,5,9,8,15,16,3,16,21,20,7,8,147
SALON ARAÇ,SUZUKI,SWIFT,Kullanılmış,34,11,29,30,31,33,19,25,57,35,28,24,356
KAMYONET,SUZUKI,CARYY,Kullanılmış,1,0,0,0,3,1,0,0,1,0,1,0,7
ESTATE,SUZUKI,JIMNY,Kullanılmış,1,0,0,0,0,0,0,1,0,0,0,0,2
SALON ARAÇ,SUZUKI,IGNIS,Kullanılmış,1,0,0,0,0,0,0,0,0,1,0,0,2
MOTOSİKLET,SUZUKI,V-STROM,Kullanılmış,0,1,0,0,0,0,0,0,0,0,0,0,1
MOTOSİKLET,SUZUKI,ADRESS,Kullanılmış,0,1,1,2,4,2,1,1,1,0,0,0,13
SALON ARAÇ,SUZUKI,SX4,Kullanılmış,0,1,0,0,0,0,0,1,0,0,0,1,3
SALON ARAÇ,SUZUKI,DBAZC83S,Kullanılmış,0,0,1,0,0,0,0,0,0,0,0,0,1
ESTATE,SUZUKI,ESCUDO,Kullanılmış,0,0,1,1,2,3,0,2,0,0,0,2,11
ESTATE,SUZUKI,VITARA,Kullanılmış,0,0,1,0,1,0,0,0,0,0,0,0,2
Motobisiklet,SUZUKI,LETS,Kullanılmış,0,0,1,1,1,0,0,0,0,1,0,0,4
SALON ARAÇ,SUZUKI,SOLIO,Kullanılmış,0,0,0,1,1,1,0,0,2,1,1,1,8
MOTOSİKLET,SUZUKI,FB50,Kullanılmış,0,0,0,1,0,0,1,0,0,0,0,0,2
Motobisiklet,SUZUKI,BIRDIE,Kullanılmış,0,0,0,1,2,1,0,0,1,0,0,0,5
Motobisiklet,SUZUKI,FB50,Kullanılmış,0,0,0,2,1,0,2,1,1,0,0,0,7
SALON ARAÇ,SUZUKI,BALENO,Kullanılmış,0,0,0,1,0,1,0,0,1,1,0,0,4
SALON ARAÇ,SUZUKI,EVERY,Kullanılmış,0,0,0,0,1,0,0,0,0,0,0,0,1
MOTOSİKLET,SUZUKI,SKYWAVE 400,Kullanılmış,0,0,0,0,1,0,0,0,0,0,0,0,1
MOTOSİKLET,SUZUKI,FB 80,Kullanılmış,0,0,0,0,1,0,1,1,0,0,0,0,3
MOTOSİKLET,SUZUKI,DL650X A,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
SALON ARAÇ,SUZUKI,ESCUDO,Kullanılmış,0,0,0,0,0,0,0,0,2,0,1,1,4
MOTOSİKLET,SUZUKI,GN125,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
SALON ARAÇ,SUZUKI,VITARA,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
KAMYONET,SUZUKI,TRUCK CARRY ARKASI AÇIK,Kullanılmış,0,0,0,0,0,0,0,0,0,1,0,0,1
SALON ARAÇ,SUZUKI,WAGON R,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
MOTOSİKLET,SYM,JET 14,Kullanılmış,0,0,0,1,0,0,0,0,2,0,0,0,3
ROMÖRK,ŞAHİN,YARI ROMÖRK - LOWBED,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
KAZICI-YÜKLEYİCİ,TEREX,FERMEC,Kullanılmış,0,0,0,0,0,0,1,0,0,0,0,0,1
SALON ARAÇ,TESLA,S PERFORM HATCHBACK,Kullanılmış,0,0,0,0,1,0,0,0,0,0,0,0,1
SALON ARAÇ,TESLA,MODEL X P100D,Kullanılmış,0,0,0,0,1,0,0,0,0,0,0,0,1
OTOBÜS,TOYOTA,COASTER,Kullanılmış,2,0,0,0,0,0,0,0,0,0,0,0,2
SALON ARAÇ,TOYOTA,C-HR,Kullanılmış,5,2,3,2,6,0,0,2,2,4,3,3,32
SALON ARAÇ,TOYOTA,COROLLA,Kullanılmış,10,2,13,7,6,5,0,6,5,5,3,6,68
SALON ARAÇ,TOYOTA,AURİS,Kullanılmış,12,2,13,5,11,9,9,14,18,11,5,1,110
SALON ARAÇ,TOYOTA,VITZ,Kullanılmış,36,7,49,29,41,35,17,25,60,32,31,16,378
SALON ARAÇ,TOYOTA,SİENTA,Kullanılmış,3,0,1,3,3,2,1,5,2,0,2,2,24
SALON ARAÇ,TOYOTA,AQUA,Kullanılmış,1,0,0,1,1,1,0,1,0,0,0,0,5
SALON ARAÇ,TOYOTA,SUCCEED,Kullanılmış,2,0,0,0,1,0,0,0,0,0,0,0,3
SALON ARAÇ,TOYOTA,PASSO,Kullanılmış,1,0,0,1,1,0,0,2,1,0,1,0,7
SALON ARAÇ,TOYOTA,AYGO,Kullanılmış,1,0,0,0,0,0,0,0,0,0,0,0,1
SALON ARAÇ,TOYOTA,RUSH,Kullanılmış,1,0,0,0,3,1,0,0,0,0,1,0,6
ÇİFT KABİN,TOYOTA,HILUX,Kullanılmış,0,2,8,5,6,6,2,5,3,3,1,1,42
SALON ARAÇ,TOYOTA,LEXUS,Kullanılmış,0,1,0,0,0,0,0,0,0,0,0,0,1
ÇİFT KABİN,TOYOTA,DYNA,Kullanılmış,0,0,1,0,0,0,0,0,0,0,0,0,1
ESTATE,TOYOTA,LAND CRUISER,Kullanılmış,0,0,1,0,4,1,0,1,0,0,1,1,9
SALON ARAÇ,TOYOTA,HARRIER,Kullanılmış,0,0,1,1,0,0,0,0,0,0,0,0,2
SALON ARAÇ,TOYOTA,RACTIS,Kullanılmış,0,0,2,1,1,0,0,0,1,0,1,0,6
ESTATE,TOYOTA,PROBOX,Kullanılmış,0,0,1,1,1,1,0,5,0,0,1,0,10
SALON ARAÇ,TOYOTA,IQ,Kullanılmış,0,0,1,0,1,0,0,0,0,0,0,0,2
ESTATE,TOYOTA,RAV4,Kullanılmış,0,0,0,0,2,0,0,0,0,0,0,0,2
ÇİFT KABİN,TOYOTA,TUNDRA,Kullanılmış,0,0,0,0,1,0,0,0,0,0,0,0,1
SALON ARAÇ,TOYOTA,PRIUS,Kullanılmış,0,0,0,0,1,0,0,0,0,0,0,0,1
SALON ARAÇ,TOYOTA,RAIZE,Kullanılmış,0,0,0,0,0,1,0,0,0,0,0,0,1
KAMYONET,TOYOTA,TOWNACE,Kullanılmış,0,0,0,0,0,1,0,0,1,0,0,0,2
ESTATE,TOYOTA,HARRIER,Kullanılmış,0,0,0,0,0,1,0,0,0,0,0,0,1
SALON ARAÇ,TOYOTA,YARİS,Kullanılmış,0,0,0,0,0,1,0,0,0,0,0,0,1
KAMYONET,TOYOTA,LITEACE,Kullanılmış,0,0,0,0,0,1,0,0,0,0,0,0,1
SALON ARAÇ,TOYOTA,BB,Kullanılmış,0,0,0,0,0,0,1,0,0,0,0,0,1
SALON ARAÇ,TOYOTA,ISIS,Kullanılmış,0,0,0,0,0,0,0,1,0,0,0,0,1
ESTATE,TOYOTA,HIGHLANDER EXCEL PREM,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
SALON ARAÇ,TOYOTA,AXIO,Kullanılmış,0,0,0,0,0,0,0,0,0,1,2,2,5
SALON ARAÇ,TOYOTA,PROBOX,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
KAMYONET,TOYOTA,PIXLS - ARKASI AÇIK,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
SALON ARAÇ,TOYOTA,RAV4,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,2,2
TRAKTÖR,TÜMOSAN,8085,Kullanılmış,0,0,0,0,0,1,0,0,0,0,0,0,1
MOTOSİKLET,TVS,NTORQ125 RACE,Kullanılmış,0,0,0,0,0,0,0,2,0,0,0,0,2
MOTOSİKLET,TVS,XL100HD,Kullanılmış,0,0,0,0,0,0,0,1,0,0,0,0,1
MOTORLU TR (ATV),TWELVE,149,Kullanılmış,0,0,0,0,0,1,0,0,0,0,0,0,1
KAMYONET,VAUXHALL,COMBO,Kullanılmış,2,1,2,2,1,2,3,1,2,3,1,0,20
SALON ARAÇ,VAUXHALL,INSIGNIA,Kullanılmış,3,0,1,0,10,3,2,0,2,1,0,1,23
SALON ARAÇ,VAUXHALL,ASTRA,Kullanılmış,0,0,1,0,1,1,1,0,2,0,0,0,6
PANELVAN,VAUXHALL,COMBO,Kullanılmış,0,0,0,0,1,0,0,0,0,0,0,1,2
KAMYONET,VAUXHALL,CORSA,Kullanılmış,0,0,0,0,0,0,0,2,0,0,0,1,3
SALON ARAÇ,VAUXHALL,ZAFİRA,Kullanılmış,0,0,0,0,0,0,0,1,0,0,0,0,1
KAMYONET,VAUXHALL,VIVARO,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
MOTOSİKLET,VESPA,SXL125,Kullanılmış,1,0,0,0,1,0,0,0,0,0,0,0,2
MOTOSİKLET,VESPA,GTS,Kullanılmış,1,0,0,0,0,0,0,0,0,0,0,0,1
MOTOSİKLET,VESPA,PRIMAVERA 125,Kullanılmış,0,2,0,0,0,0,0,0,0,0,0,0,2
MOTOSİKLET,VESPA,ZX,Kullanılmış,0,0,1,0,0,0,0,0,0,0,0,0,1
MOTOSİKLET,VESPA,VXL,Kullanılmış,0,0,0,2,0,0,0,0,0,0,0,0,2
MOTOSİKLET,VESPA,GTS 300 SUPERSPORT,Kullanılmış,0,0,0,0,0,0,0,1,0,0,0,0,1
SALON ARAÇ,VOLKSWAGEN,T-CROSS,Kullanılmış,1,0,0,0,0,0,0,0,0,0,0,0,1
SALON ARAÇ,VOLKSWAGEN,GOLF,Kullanılmış,8,0,9,6,9,6,4,6,15,8,6,5,82
ÇİFT KABİN,VOLKSWAGEN,AMAROK,Kullanılmış,2,0,1,0,2,1,2,1,0,1,1,1,12
ESTATE,VOLKSWAGEN,TOUAREG,Kullanılmış,1,0,0,0,0,0,0,0,0,0,0,0,1
SALON ARAÇ,VOLKSWAGEN,POLO,Kullanılmış,3,2,5,4,8,5,5,1,5,3,7,4,52
ESTATE,VOLKSWAGEN,TİGUAN,Kullanılmış,0,0,3,2,2,1,1,1,0,2,2,1,15
SALON ARAÇ,VOLKSWAGEN,BEETLE,Kullanılmış,0,0,2,0,1,1,2,3,3,1,0,0,13
SALON ARAÇ,VOLKSWAGEN,CC,Kullanılmış,0,0,1,0,0,0,0,0,1,0,0,0,2
PANELVAN,VOLKSWAGEN,CADDY,Kullanılmış,0,0,1,0,0,1,0,0,0,0,0,0,2
KAMYON,VOLKSWAGEN,CRAFTER,Kullanılmış,0,0,1,1,0,0,0,0,0,0,0,0,2
SALON ARAÇ,VOLKSWAGEN,PASSAT,Kullanılmış,0,0,0,2,5,5,2,3,4,5,3,1,30
OTOBÜS,VOLKSWAGEN,CRAFTER,Kullanılmış,0,0,0,1,0,0,0,0,0,0,0,0,1
SALON ARAÇ,VOLKSWAGEN,UP,Kullanılmış,0,0,0,0,1,0,0,1,0,1,0,1,4
KAMYONET,VOLKSWAGEN,TRANSPORTER T28,Kullanılmış,0,0,0,0,0,1,0,0,0,0,0,0,1
SALON ARAÇ,VOLKSWAGEN,ARTEON R-LINE,Kullanılmış,0,0,0,0,0,1,0,0,0,0,0,0,1
SALON ARAÇ,VOLKSWAGEN,SCIROCCO R,Kullanılmış,0,0,0,0,0,0,1,0,0,0,0,0,1
SALON ARAÇ,VOLKSWAGEN,JETTA,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
SALON ARAÇ,VOLKSWAGEN,LIPS,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
BİRLEŞTİRİLEN ARAÇ,VOLVO,ÇEKİCİ,Kullanılmış,5,0,1,1,4,2,1,1,0,2,2,3,22
ESTATE,VOLVO,V60,Kullanılmış,1,0,0,0,0,0,0,0,0,0,0,0,1
SALON ARAÇ,VOLVO,S90,Kullanılmış,0,1,0,0,0,1,0,1,0,0,0,0,3
KAMYON,VOLVO,TİPPER,Kullanılmış,0,1,0,1,2,4,2,0,0,0,0,0,10
SALON ARAÇ,VOLVO,V40,Kullanılmış,0,0,0,1,1,0,1,1,0,0,2,0,6
KAMYON,VOLVO,KENDİNİ YÜKLEYİCİ,Kullanılmış,0,0,0,1,0,0,0,0,0,0,1,2,4
ESTATE,VOLVO,XC60,Kullanılmış,0,0,0,0,0,1,0,0,0,0,0,0,1
ESTATE,VOLVO,XC60,Kullanılmış,0,0,0,0,0,0,1,0,0,0,0,0,1
KAMYON,VOLVO,FL 240,Kullanılmış,0,0,0,0,0,0,0,1,1,0,0,0,2
KAMYON,VOLVO,YANLIKLI KASA,Kullanılmış,0,0,0,0,0,0,0,0,0,1,0,0,1
SALON ARAÇ,VOLVO,S90,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
KAMYON,VOLVO,FM 440,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
ROMÖRK,WİELTON,KAPALI TENTELİ,Kullanılmış,0,0,0,0,0,0,1,0,0,0,0,0,1
MOTOSİKLET,YAMAHA,FAZER,Kullanılmış,1,0,0,0,0,0,0,0,0,0,0,0,1
MOTOSİKLET,YAMAHA,N-MAX,Kullanılmış,1,0,0,0,0,0,0,0,0,0,0,0,1
MOTOSİKLET,YAMAHA,XSR900 RW,Kullanılmış,1,0,0,0,0,0,0,0,0,0,0,0,1
MOTOSİKLET,YAMAHA,CYGNUS,Kullanılmış,0,0,3,3,1,8,0,0,0,0,0,2,17
MOTOSİKLET,YAMAHA,X MAX,Kullanılmış,0,0,0,0,0,1,0,0,0,0,0,0,1
